SEASON,SCORINGPERIOD,WEEK_NM,TEAM,TEAMNAME,SCORE,OPPONENT,OPPONENTNAME,OPPONENTSCORE,OUTCOME
2016,12,12,5,Tim,132.5,2,Brent,139.5,L
2016,12,12,2,Brent,139.5,5,Tim,132.5,W
2016,12,12,6,Jeremy,80.5,10,Goss,85.0,L
2016,12,12,10,Goss,85.0,6,Jeremy,80.5,W
2016,12,12,12,Paul,134.0,9,Schwartz,146.5,L
2016,12,12,9,Schwartz,146.5,12,Paul,134.0,W
2016,13,13,12,Paul,121.0,1,Scott,82.0,W
2016,13,13,1,Scott,82.0,12,Paul,121.0,L
2016,13,13,6,Jeremy,102.5,3,JMT,84.0,W
2016,13,13,3,JMT,84.0,6,Jeremy,102.5,L
2016,13,13,10,Goss,78.0,4,JJ,102.5,L
2016,13,13,4,JJ,102.5,10,Goss,78.0,W
2016,13,13,8,Thomas,110.0,9,Schwartz,113.0,L
2016,13,13,9,Schwartz,113.0,8,Thomas,110.0,W
2016,13,13,5,Tim,108.5,7,Kyle,130.0,L
2016,13,13,7,Kyle,130.0,5,Tim,108.5,W
2016,13,13,11,Tony,163.5,2,Brent,114.0,W
2016,13,13,2,Brent,114.0,11,Tony,163.5,L
2016,14,14,7,Kyle,111.0,2,Brent,107.5,W
2016,14,14,2,Brent,107.5,7,Kyle,111.0,L
2016,14,14,8,Thomas,105.0,12,Paul,74.0,W
2016,14,14,12,Paul,74.0,8,Thomas,105.0,L
2016,14,14,5,Tim,113.5,11,Tony,124.0,L
2016,14,14,11,Tony,124.0,5,Tim,113.5,W
2016,14,14,9,Schwartz,139.0,1,Scott,55.0,W
2016,14,14,1,Scott,55.0,9,Schwartz,139.0,L
2016,14,14,4,JJ,94.0,6,Jeremy,118.0,L
2016,14,14,6,Jeremy,118.0,4,JJ,94.0,W
2016,14,14,10,Goss,62.0,3,JMT,79.0,L
2016,14,14,3,JMT,79.0,10,Goss,62.0,W
2016,15,P1,1,Scott,128.5,4,JJ,97.0,W
2016,15,P1,4,JJ,97.0,1,Scott,128.5,L
2016,15,P1,5,Tim,92.5,9,Schwartz,104.0,L
2016,15,P1,9,Schwartz,104.0,5,Tim,92.5,W
2016,15,P1,10,Goss,83.5,11,Tony,129.5,L
2016,15,P1,11,Tony,129.5,10,Goss,83.5,W
2016,15,P1,8,Thomas,87.0,2,Brent,90.0,L
2016,15,P1,2,Brent,90.0,8,Thomas,87.0,W
2016,15,P1,3,JMT,102.0,7,Kyle,112.0,L
2016,15,P1,7,Kyle,112.0,3,JMT,102.0,W
2016,15,P1,6,Jeremy,116.0,12,Paul,97.0,W
2016,15,P1,12,Paul,97.0,6,Jeremy,116.0,L
2016,16,P2,9,Schwartz,118.5,1,Scott,139.0,L
2016,16,P2,1,Scott,139.0,9,Schwartz,118.5,W
2016,16,P2,4,JJ,90.5,5,Tim,120.5,L
2016,16,P2,5,Tim,120.5,4,JJ,90.5,W
2016,16,P2,3,JMT,86.5,11,Tony,161.5,L
2016,16,P2,11,Tony,161.5,3,JMT,86.5,W
2016,16,P2,7,Kyle,158.0,12,Paul,89.5,W
2016,16,P2,12,Paul,89.5,7,Kyle,158.0,L
2016,16,P2,8,Thomas,80.5,6,Jeremy,92.5,L
2016,16,P2,6,Jeremy,92.5,8,Thomas,80.5,W
2016,16,P2,2,Brent,77.5,10,Goss,93.5,L
2016,16,P2,10,Goss,93.5,2,Brent,77.5,W
